"","startdate","enddate","duration","worry","chosen_emotion","anger","disgust","fear","anxiety","sadness","happiness","relaxation","desire","text_long","text_short","self_rating_general","self_rating_short","self_rating_long","twitter_general_often","twitter_tweet_often","twitter_participate_often","eng_native"
"2395","2020-04-06 14:05:47","2020-04-06 14:14:20","512","8","Anxiety","2","1","8","9","7","1","2","1","My anxiety levels have gone up as I fear for my elderly parents and young children.  I worry about the finanical fallout from all this as my partner is currently furlonged and bills still need to be paid.  i feel extreme;y stressed as I have to work from home using unknown technologies all while having to answer questions from the general public.  I feel aberhension at the thoughts of this continuing for a long time.  I worry about how this is going to effect my childrens educations especially my youngest as he was just about to sit exams to decide what secondary school he could attend","I feel so anxious about the corona virus and the effect that is going to have on not only my family but the wider community and world.","3","2","4","2","1","1","Yes"
"2396","2020-04-06 14:08:22","2020-04-06 14:14:29","366","8","Anxiety","7","2","8","9","7","1","1","1","I feel extremely anxious about the situation and when it will end. I am worried about my elderly parents getting sick. I am worried I might stop getting paid the longer the situation lasts. I was in the middle of buying a house before lockdown and now I have no idea what will happen with that. It makes me worry about where my life is heading. I’m not in control of it now and it’s future is being changed because of a virus. I worry about the front line workers getting sick when they have no choice but to do their jobs; I have several friends who are medics. I am grateful for all the work they and other emergency workers are doing right now to help us all. ","I am scared. I am worried. I am stressed. I am grateful to everyone who is working hard to get us through this. ","6","3","8","1","1","1","Yes"
"2397","2020-04-06 13:47:33","2020-04-06 14:14:35","1621","2","Relaxation","1","1","2","1","2","7","8","5","The situation feels like it's improving. 
No one in my close circle has been effected majorly. 
My work situation has changed to remote work, so that has been interesting to workaround. 
I have no major financial worries due to the corona virus. 
Interested to see how the world economy and international relations change over the coming year or so. I feel as though countries such as the UK and USA will bring more industry internal, especially that of medical origin. 
I feel as though my country will learn and develop in a positive way after all is said and done. ","The situation will get better. We have to keep our efforts up and stick together. #Covid19","8","7","9","9","1","2","Yes"
"2398","2020-04-06 14:08:50","2020-04-06 14:14:40","349","6","Anxiety","2","3","7","7","7","5","4","3","I feel very concerned about people I'm close to getting the virus. I also feel concerned for the economy and what this means for people's livelihoods. I feel very concerned about what the world will look like when we get out the other side and how long it may take to get back to normality. I worry about the impact of lock down on people mental health and relationships with those in their households. I also feel some hope because it's been great to see the impact the virus has had on the sense of community","Coronavirus sucks :( Stay strong, keep loved ones close","8","3","9","9","5","3","Yes"
"2399","2020-04-06 14:05:59","2020-04-06 14:14:46","527","7","Anxiety","3","4","6","9","8","4","4","2","I feel anxious (but I have had pre existence no anxiety and panic attacks for a year or so before the lockdown anyway) and this has been heightened with the corona situation. I am mostly worried because I have lost my source of income for the foreseeable future and I’m also anxious I won’t be able to get my medication as easily when it runs out.

However it is nice to have a chance to reset, allow myself to be at home and not feel guilty (or as guilty as I normally feel when I’m not being productive) and spend time creating with my housemates.","remember that the UK government want us to turn against each other and blame people who are going outside (for essential exercise) for the spread of the virus, rather than focusing on the poor preparation the government made when they knew the virus was beginning to spread. ","7","3","8","8","2","2","Yes"
"2400","2020-04-06 14:07:03","2020-04-06 14:14:59","476","8","Fear","2","5","8","8","8","1","2","3","I fear  that  the virus is more deadly than  we have  been  lead to believe. I wish it were all over. I hope things improve rapidly. I really do wish it were all over. 
 fear  that  the virus is more deadly than  we have  been  lead to believe.  I fear  that  the virus is more deadly than  we have  been  lead to believe. I wish it were all over. I hope things improve rapidly. I really do wish it were all over. 
 fear  that  the virus is more deadly than  we have  been  lead to believe.  
I fear  that  the virus is more deadly than  we have  been  lead to believe. I wish it were all over. I hope things improve rapidly. I really do wish it were all over. 
 fear  that  the virus is more deadly than  we have  been  lead to believe.  I fear  that  the virus is more deadly than  we have  been  lead to believe. I wish it were all over. I hope things improve rapidly. I really do wish it were all over. 
 fear  that  the virus is more deadly than  we have  been  lead to believe.  
","Wish you a speedy recovery Boris","3","5","7","3","3","2","Yes"
"2401","2020-04-06 14:10:13","2020-04-06 14:15:05","292","7","Anxiety","7","5","7","8","8","6","5","3","Boris has been taken to ICU so I feel apprehensive about that and I feel confused about how I’m supposed to feel and what I’m supposed to do during this time. I miss going to see my family and my birthday plans have been cancelled which I’m finding difficult. I am trying to use this time off to rest and recuperate but I’m finding it all so surreal and I feel like my mind is constantly racing - I don’t sleep later than 6.30/7am any more which I hate. My heart breaks for all those NHS workers who have been underfunded for so many years ","I can’t stop thinking about how the world is never gonna be the same again after this is all over ","9","5","8","9","7","4","Yes"
"2402","2020-04-06 14:09:55","2020-04-06 14:15:13","318","7","Anxiety","6","7","6","9","6","1","2","2","I feel stressed because of self isolation and fear because if I do there’s the possibility of catching it. I feel anxiety for family members who have to work and may carry it and possibly bring it home and my household get it. Also annoyed as the government are not taking enough action to stop people going out for fun while the rest of us suffer at home in self isolation. I don’t like that we are kept in the dark about the government and what their next steps are because I get angry thinking about them not putting lockdown in action","I feel annoyed as the government are not putting better precautions into play for the corona and assuming herd immunity will fix this .","9","9","9","7","1","7","Yes"
"2403","2020-04-06 13:52:12","2020-04-06 14:15:27","1395","7","Anxiety","3","3","6","8","6","3","2","4","Personally i am mostly anxious about how it is likely to affect my employment, as i am working a fixed term contract that ends in august and I do not expect it to be renewed. I haven't been too worried about the virus itself affecting me or anybody too close to me, as my father is the only person I know who falls into the vulnerable categories, and he seems to be self-isolating reasonably sensibly.

I have been working from home, but I haven't been very productive at all and my boss seems to expect me to be (because i live alone), but i am finding it difficult to concentrate. I think this is mostly because of my isolation rather than fear about the virus directly. I do think that workplaces in general seem to be assuming that if you are working from home and not caring for children, then you should be working at 100% efficiency, but I don't believe that this is realistic.","Day 21 of lockdown. I have achieved as much today as in the previous 20 days combined, which is to say: very little.","6","7","6","7","2","1","Yes"
"2404","2020-04-06 13:47:15","2020-04-06 14:16:17","1742","8","Anxiety","5","4","8","9","6","4","4","3","At personal level it is really scary, because there is no cure for the corona virus and there is only so much that hospitals can do. The only thing now is to just wait that smart people around world are able to find vaccine for the virus and that the people who are in the intensive care are able to recover. The situation is very bad in generally, but I hope that the situation is not going to get any worse. 
I am also bit disappointed about the fact that some people still do not listen the government instructions to stay home and only if necessary to go outside. I find it frustrated that to decrease spreading of virus people should try to stay at home. 
Also, the reason that I am personally scared and I think everyone else is because we do not have enough information about the virus, and how it is spreading or affecting different people. Some of the people get mild symptoms and others get severe symptoms that might cause death. Also, the fact that there is only limited resources at the hospital for the equipments (masks, gloves, protective gear, respiratory ventilators and etc.) which cause the ones working in the hospital more potential to get the virus. Included in the limited resources is also the fact that there is not enough space in the hospital for people, so if you have severe symptoms there might be not for chance to get in hospital. That is the another issue, that even if you get severe symptoms and you get to hospital, how long you can get support for your situation until your body is going to fail. ","Try to stay home and not go outside if not necessary. We are helping others for staying home and we are able to stop spreading by doing that.","2","7","8","4","1","1","No but I speak it fluently"
"2405","2020-04-06 14:10:40","2020-04-06 14:16:21","340","9","Anxiety","6","6","7","6","6","3","3","4","Absolutely terrified, felt like I had coronavirus but was never tested for it. Deeply anxious and very isolated, feeling quite sad as well as th eWorld is at a standstill. Know many people through social media/news who have been infected etc and therefore more anxious than ever. Furthermore really scared about getting help for future medical hospital appointments, as it feels like there’s a greater risk of contracting it by attending those. Haven’t stepped out of the house in 3 weeks. Worried about university (it’s my final undergrad year). I’ve been furloughed from my work as well, so I’m poor right now.","Absolutely terrified with all this corona news :( #staysafe ","6","7","7","2","1","1","Yes"
"2406","2020-04-06 14:08:22","2020-04-06 14:16:32","490","6","Anxiety","1","1","4","7","7","3","2","1","I am quite concerned about the current epidemic. I hope that my family and loved ones will be okay and that no one I know loses their lives to the virus. 
I am also worried about the economic impact this crisis will have on the country. I am concerned my employer could make me redundant as a result of this. 
I hope life as we know it resumes before too long as I fine the confinement period a little difficult. I have not seen my family and friends for a while now and hope to be able to see them again soon.","Worried but strong. Together, we will fight the coronavirus. ","8","4","7","4","3","3","Yes"
"2407","2020-04-06 13:59:41","2020-04-06 14:16:35","1013","7","Anxiety","3","2","6","9","3","2","1","4","I'm worried for my personal well-being and mental health. I am a self employed performer, so currently have no in-comings. I am thankful that my partner is still able to work (from home) but it is difficult as we have two small children, so i am anxious that my youngest (8 months) may be socially behind with her development.

I'm concerned for the whole economy and how it is going to cope.

I'm frustrated at being stuck in the house with said small children (eldest 3) who don't really understand whats going on, and i'm annoyed when i see people using the park equipment, which we shouldn't be using.

i fear for how long this whole thing may last, and i'm dissapointed that so many great things have had to be cancelled that i was looking forward to, concert tickets, holidays etc.

i'm unsure about when its all going to end and we will start to get back on our feet.

and finally

I'm grateful and thankful for all the keyworkers on the frontline, putting themselves and their families at risk to try and salvage what little is left of normalcy.

","Thank you to all the keyworkers! keeping our country going in these dark times. Finding it difficult to see the light at the end of the tunnel, will this madness ever end? hopefully someday soon, but, until then, as the Queen said last night, """"we're in this together"""" STAY SAFE!","2","2","9","3","2","2","Yes"
"2408","2020-04-06 14:08:32","2020-04-06 14:16:48","496","7","Anxiety","3","1","5","7","4","4","5","1","I am feeling better than I was. Previously, I was extremely concerned and I couldn't see an end to it. However, the death rate has been dropping quite considerably and I can see a faint glimmer of light. Of course, it may be a temporary lull but I feel quite hopeful. I feel like I am coping well with lock down, also. Other people I work with have been really struggling with their mental health because of Coronavirus but I have been able to put things in perspective. Previous generations have had it much worse and have had more to contend with. They got through that and we can get through this.","Other generations have got through worse and we can get through this #bestrong","7","7","6","9","2","2","Yes"
"2409","2020-04-06 14:08:07","2020-04-06 14:17:12","544","7","Anxiety","3","2","5","7","5","4","5","5","I am mostly concerned for those people who are particularly vulnerable to this virus. I live with two people who fall into this category, so have been rather aware of the need to try and prevent unnecessary spread.

I am also somewhat angry with the people who do not seem to be able to grasp the potential seriousness of the situation, and who feel that because they aren't particularly at risk of serious illness from it they don't need to worry about spreading it. Fortunately those people appear to be in the minority.","I feel that the situation is serious, but manageable if people are sensible. I am hopeful that this will be eventually contained, but concerned about the long term impact on the economy and the possibility of a second outbreak.","7","6","6","8","3","4","Yes"
"2410","2020-04-06 14:09:21","2020-04-06 14:17:19","477","6","Fear","2","1","5","1","2","3","4","2","I feel frustrated as cannot see loved ones who are not in my household. I am worried about my family and friends contracting the virus and becoming seriously I'll from it. I regularly have nightmare about feeling chlostraphobic and loved ones dying which doesnt help. I feel like I need exercise to get me through this, especially with working from home. It is also hard when others around me are all off work being furloughed, but I still need to do my work. I feel like I am becoming obsessed with watching the news. Uneasy, unknown, agitated. Wondering when this will all end
","The unknown is scary - how long until this is all over, life goes back to normal, and we can share time with loved ones knowing they are healthy!","8","6","8","8","2","3","Yes"
"2411","2020-04-06 14:05:38","2020-04-06 14:17:28","710","7","Anxiety","2","2","4","4","2","5","5","2","This currant situation is a very scary time period in our lives as it has never happened before and no one really knows how to handle the situation. I’m worried what will happen to my job role the company I work for, I’m worried for the elderly everywhere as they are very prone to caching the virus. Was this set up? Was it a man made virus ? There is not enough information that what is causing this fear of the unknown. How long will I be off work for? How long is this going to go on for? Will there be a vaccine? How much this is going to change the world and economy forever. So many thoughts as to what life will be like after this all ends. ","Fear of the unknown ","6","6","6","3","3","3","Yes"
"2412","2020-04-06 13:45:40","2020-04-06 14:17:46","1925","2","Happiness","1","1","1","1","1","8","8","5","I feel sad that many people will die. I feel a little anxious that I will contract the virus however I take courage in the fact that I am young, fit, healthy, without any medical conditions nor do I take any medication. However I am fearful for my elderly grandfather who is at risk and is self isolating for the 12 week period as directed by the government.

I feel disgusted that the government was too slow and has been incompetent in their response to this crisis. We had some time to plan ahead since the warnings were coming out of China in the early part of the year. I feel let down by the government ministers when I discovered that they had planned for an epidemic response in the future but they did not buy the correct PPE as it was deemed too expensive.

I feel angry that the healthcare workers in the NHS such as myself have been put at risk of contracting the coronavirus which is avoidable with the correct PPE. 

I am annoyed by the poor response and lack of understanding / engagement by the general public. I was walking to work the other day when I walked past a party in someone's garden. 7+ people drinking alcohol, music etc. It's annoying as this is disrespectful. The public may clap at 8pm on Friday or whenever but it is hypocritical to clap and say thanks for the NHS then go and break the rules which we are trying to put in place and enforce to reduce the death rate, reduce the burden on the NHS and help the country out.","Stay @ home. Wash hands. Wear mask. No non-essential travel. Attend A&E only if necessary. Look after family / neighbours. ","9","1","9","1","1","1","Yes"
"2413","2020-04-06 14:14:04","2020-04-06 14:17:55","230","4","Relaxation","2","2","4","5","3","5","6","4","It's quite up and down at the moment. Right this second, I feel quite relaxed. I've had a productive day studying and have made good progress on my thesis (which I've been neglecting lately because I've spent too much time at work). I'm now halfway through War and Peace, which I've been tackling for over 2 years and now finally have time to actually read properly. I even had time to indulge in some crafts today. This has been an opportunity for me to pause and relax- I'm normally an anxious person so this has been like a reset button","Good day today! Done some studying, read a lot, started a travel journal. This Coronavirus malarkey has me more relaxed than I've been in years!","8","8","8","9","9","9","Yes"
"2414","2020-04-06 13:58:14","2020-04-06 14:18:13","1199","8","Anxiety","2","3","7","8","5","3","3","3","I feel anxious for myself and my family. The knowledge that this will go on indefinitely and relationships and approaches to life will now be changed forever make me sad. I try to be upbeat for my kids but it’s difficult when I don’t have answers for them. 

I worry that the hospitalisation Of the prime minister will instigate panic amongst people and I already try to avoid social media as it makes me more anxious. 

I miss being able to see friends and family easily and the simple pleasures of picnics in the park with my kids, being stupid know a flat with no outside space ","Super anxious at the moment, everyone needs to #stayhome so that we can get through this lockdown and keep friends and family safe ","6","3","7","3","2","2","Yes"
"2415","2020-04-06 14:06:43","2020-04-06 14:18:15","691","7","Anxiety","3","1","6","7","3","5","5","5","At the moment I feel nervous and afraid that I might never see my granddaughters child. My daughter lives in Canada with 3 children and I might never see them again. My wife and I are both in the high risk category and neither wants to be left alone. My focus is entirely on the effect that the current disease has on them and their and my future. Alyhough I am totally self isolating it seems that the true possibility for the transmission of the diseease is unknown. iT truly is the silent killer. The media seem obsessed with dramatising the current situation and constantly are seeking the 'have you stopped beating your wife' question rather than asking the questions that the public want the answers to.","Why are the media so focused on trivia and not on the real issues. It is not about how many deaths; it is about how many infections","4","6","4","3","2","2","Yes"
"2416","2020-04-06 14:08:50","2020-04-06 14:18:29","578","8","Sadness","1","1","7","8","9","4","4","1","i feel apprehensive, anxious, nervous and worried about the current situation. Not for myself but for the older members of my family who may succumb to the virus. Also for my partner who at the moment is working with vulnerable people, she is taking all precautions but nothing is 100% in this world. My heart also goes out to those people working within the NhS AT THIS MOMENT IN TIME. The country is pulling together but there are still people who still do not understand how serious the situation is.","we all need to pull together to help our country overcome this virus","9","9","9","7","7","7","Yes"
"2417","2020-04-06 14:12:57","2020-04-06 14:18:34","336","8","Anxiety","4","4","6","8","3","6","6","3","I feel anxious about the future, I don't know what's going to happen in next few months and how the economy and society will start living again. Nervous about holiday and trips which were one of the things that helped me relax and de-stress.
I'm nervous about passing people on the street or not wearing a mask on street. It is also unclear if the UK government is doing enough, as it introduced the measures really late. I feel I have no control over future and that nothing will be the same anymore after everything is over.","Really nervous about the coronavirus situation. How will the life be after the pandemic is over? Will we be able to live like we did before? How will we move around the world? Will holidays ever be the same? At least we're not alone and everyone is in this together.","8","7","8","3","1","1","No but I speak it fluently"
"2418","2020-04-06 14:01:26","2020-04-06 14:18:34","1027","7","Sadness","1","1","7","7","8","4","2","1","I am concerned for older members of my family as they could be seriously ill if they were to catch this. I’m also feeling sad about not being able to see family & friends and not being able to go out apart from my one walk a day. I feel positive that we will get through this but find I have good days and bad days. Now that the prime minister is very unwell with Coronavirus this has made me more anxious as it almost has made it more real. I’m thankful that I have my husband and two children living me so that I’m not alone each day. I am also thankful that my family have been unaffected by this virus so far. I also appreciate my freedoms and loved ones more than I did before this situation. ","Missing all my family and friends","7","3","8","9","1","1","Yes"
"2419","2020-04-06 14:08:57","2020-04-06 14:18:39","581","7","Anxiety","2","2","7","9","7","2","3","3","At the moment I’m concerned, feel it hasn’t really hit in our area yet. Worried about family particularly my kids and my parents. Also worried or anxious about the timings and the unknown, how long will it take to get back to the new normal. The uncertainty, worried about work as self employed income has disappeared. 
Also worried on a personal level, I really would rather not get it. As it sounds nasty. 
Staying in is fine but daunting knowing I have 2 kids to teach, business to keep running from home, house to keep. All very daunting, hard work with no end date. ","Worried about loved ones I have anxiety about what is to come, and have no site of when the end might be. ","8","6","8","2","2","2","Yes"
"2420","2020-04-06 14:12:20","2020-04-06 14:18:41","381","6","Anxiety","4","4","6","6","5","4","5","3","I feel anxious about the future and I also feel a bit helpless to do anything about it. I feel annoyed to that people didnt think anything like this could happen to them and didnt listen to me when I warned them the good times have gone on too long. I think its worrying how ill prepared people are financially but also in having skills to cope with the bad times. I am taking this time to learn new things such as baking and gardening as I dont think tbis will be over quickly at all, this could go on for years and so we need to all become more self sufficient in order to cope and rely less on a globalised world.","Feeling anxious and a bit hopeless due to the corona virus especially as UK death toll continues to rise. The implications will go on for years we all need to prepare for a bumpy ride. I urge you to upskill in preparedness etc.","7","7","8","7","4","4","Yes"
"2421","2020-04-06 14:07:26","2020-04-06 14:18:47","681","6","Sadness","6","6","7","6","8","2","2","3","Sadness, people all over the world are impacted, when will it be over, nhs workers are doing their best to help us and need to be thanked for their hard work. Many people around the world are in isolation and are worried for everyone. Uncertainty of what the future holds because of this, whether we will be able to go back to normal, the lack of exercise and leisure activities makes people unhappy however if people stick to what they have been told by government and health officials this will soon be over ","Sadness by the amount of people impacted, if people just stay at home this will soon be over, lets work together and protect others ","7","6","7","7","4","5","Yes"
"2422","2020-04-06 14:04:33","2020-04-06 14:18:50","857","9","Anxiety","7","4","8","9","8","4","4","1","I feel very worried for my friends & family, it is a very anxious time & being on lockdown although it is very.important is quite lonely for me. I work for the HS & I worry I may catch the virus & I worry also that there is not enough protective clothing for staff. Each day I give thanks to God that my family &friends are okay.it is also very frustrating that we can no longer make plans or worship in Church but hopefully the day will come when we shall be able to do this again & never take anything for granted again","I feel very worried that we haven’t reached the peak of the corona virus  and watching what is happening in Italy is very sad & worrying, we must all support & look out for each other during these terrible times & know that this to will come to pass If people follow the rules now","7","6","8","1","1","1","Yes"
"2423","2020-04-06 14:07:16","2020-04-06 14:19:00","704","5","Relaxation","1","1","1","2","1","5","6","1","I am fairly happy but I have been going out each day, usually for a walk but sometimes to run errands for my parents who are remaining in their house. I am a little frustrated at the media portrayal of people just being out in parks as doing something wrong. The pictures clearly show folk sittling appart. It seems to me that folk with cash and big gardens are trying to shame people who don't going out and acting sensibly. I think the government are doing an OK job but I really hope they don't try to become more draconian. When oit and about it is nice that people seem to be nicer to each other and I am hoping that this means we are getting past the Brexit issues. Hopefully the loudmouths on both sides can fade into memory.","Take your time to enjoy taking your time as this may be the last chance you have to do it and when you go out be safe and be nice.","7","7","8","8","4","3","Yes"
"2424","2020-04-06 14:11:02","2020-04-06 14:19:02","479","7","Anger","7","8","3","6","5","1","2","6","I feel sad about the rona vrirus,
It's restricted any holiday plans whilst keeping me in isolation which is making me to put on extra weight and feel lazy.
This is very bad for me as it's occurring in a period where I have to revise for my final year exams. To an extent it means I may nit be able to receive exemptions from professional qualifications like ACCA.
I would further continue to say that I 'm also very annoyed at the lack of people who are actually concerned about corona as people are still going to beaches and acting like they're on holiday.","Wil3y said that Boris was lying about the rona virus.
Unfortunately he's in isolation in the intensive care unit.
Hopefully he feels better and learns to not shake people's hands in the midst of a pandemic. Wishing him a safe recovery ","8","8","6","9","9","2","Yes"
"2425","2020-04-06 14:05:29","2020-04-06 14:19:10","821","7","Anxiety","6","6","5","7","5","3","3","2","I feel that this was a man made disease, I have no compassion, my anger is great, but least the animals hopefully will be ok , had to rush my dog to the vets today , she has to have an operation tonight, I can't stay due to regulations , my daughter is off school, I'm worried for the children, depression, not socialising , worried for my eldest , works in a pharmacy , not to wear PPE unless in contact , worried for my elder son , required to work , worried for my mum, she doesn't access internet , she's high risk, but no help available , her doctors surgery in not empithetic , oh I have a long list but doubt if this data will go far ","We should have closed our borders as soon as there was a sniff in the air , quarantined as soon as people left the planes into the UK, then we would never have been in this situation, 4 weeks of quarantine , now 6 months at least of hell","7","5","8","3","1","1","Yes"
"2426","2020-04-06 14:11:50","2020-04-06 14:19:15","444","8","Anxiety","6","7","9","9","8","2","6","1","My mood fluctuates with the current situation. Some days I feel I am coping. Other days I struggle to get myself dress and find life pointless. I worry this is something we aren’t able to fix. I worry for the future of my daughter and what impact this will have in her development. I worry for my nan and my mum and dad to have auto immune conditions. I am a SEN teacher and worry about my students and what will happen if some of them get coronavirus. Most of the time I just wish life would get back to normal. I miss family, I miss friends and I miss the structure of going to work.","Feeling sad and upset. I’m worried this is just something we can’t fix and could be the end of any sort of ‘normal life’ we had before. I wish I could go back in time and savour the normal parts of life.","8","7","9","8","6","4","Yes"
"2427","2020-04-06 14:08:55","2020-04-06 14:19:35","640","9","Fear","2","2","9","9","8","2","1","1","Just heard that Boris Johnson has been admitted to ICU. Even before that it was scary enough. My son sufffers with asthma so I worry that he will get it severely due to his asthma. My mum is 76 in a couple of months and isolating since about 3 weeks. I fetch food for her and worry I might pass it to her. My lovely neighbours work at the local hospital and may be in danger themselves. 
I feel extremely anxious and fearful. I find it hard to concentrate and focus although I feel better when I do as it’s a break from worrying, I don’t sleep well anyway but I wake constantly with a sick knot of fear about what will happen the next day. There are still moments of joy and happiness and pride when I see some of the nice things people do to support each other and I try to do my bit to cheer up others. I also feel shame at the behaviour of the minority when so many are giving their all to care for those sick and suffering.","I feel anxious, knotted stomach and sick with worry about what will happen next, what awful news I will read. In spite of all the sadness, worry and fear I see and feel, I search for those glimpses of people coming together and helping each other for they fanthe flame of hope.","7","7","7","9","2","2","Yes"
"2428","2020-04-06 14:00:39","2020-04-06 14:19:43","1144","7","Anxiety","4","3","7","9","8","6","2","1","My overwhelming emotion is anxiety about the health and well-being of my family, especially my parents (dad in particular, because of his disability and a lifetime of chain-smoking). I also dislike the feeling of my world getting even smaller than it already was. I still go to work, which I am grateful about, and then I go home. My best friend does all my grocery shopping for me because I fear becoming ill (she does as well, but to a lesser extent). The high-light of my day is our daily 5km walk around the canal and fields on the outskirts of the little town we live in. I know it is contrary to the advice, but we both need to walk off our anxiety for our mental health. There are no people where we walk, just friendly sheep, two horses, two llamas (seriously), lots of swans and ducks and birdsong. It is the only time during the day when I feel somewhat relaxed, and it helps with my insomnia. I really hope this situation improves before more lives are lost and the economy deteriorates beyond repair. Many people around me are anxious and angry; a few are angry about being forced into non-essential work with social distancing that looks good in front of an inspection, but does nothing to actually protect people from contracting the virus.","To paraphrase a quote, when you're going through hard times, keep going. There is an end in sight, we have to keep strong and remember not to lose our feelings of humanity and solidarity. We are all in this together; once this ends, we will emerge stronger and more compassionate.","4","3","4","3","2","2","No but I speak it fluently"
"2429","2020-04-06 14:10:12","2020-04-06 14:19:46","574","8","Anxiety","4","3","7","8","4","4","3","3","I am anxious and worried about the future and how drastically life has changed. I am worried about not be able to make plans or enjoy events such as family birthdays. I miss not being able to visit family that upsets me and makes me sad. It is scary hearing and watching the news about how many people have died with the coronavirus. I miss the normal day to day tasks such as going shopping for clothes or meeting my friends or going on family day outs. Also I do not know if I am doing enough to protect myself and my family from the virus such as handwashing or wearing protective equipment. ","I am scared nervious and anxious about this uncertain time during my life in which i can not enjoy the basics of spending time with loved ones. I miss my family who i am not able to visit and wish i could see them very soon. I miss taking the family out and enjoying the weather. ","8","8","7","8","7","8","No"
"2430","2020-04-06 14:00:23","2020-04-06 14:19:56","1172","8","Anxiety","5","5","8","9","7","3","3","1","I’m scared. I’m scared that if myself, my husband or my young kids get ill that we’ll be separated. I’m scared of what the world looks like on the other side of this. I’m scared my elderly parents in Australia might fall ill and I’ll be trapped in the UK. I’m sad that my Pop in Australia is about to turn 100 and won’t be able to see any of his family. I feel sorry for the NHS workers who jobs place them in an environment surrounded by this virus. I feel safe in my little bubble, in my house, garden and local park but as anxious when the groceries are delivered. I am thankful I can still get deliveries. I’m thankful I gave birth three months ago when i could choose a homebirth with my family close by. I am happy when online purchases arrive as it feels like a slice of the normal but feel guilty that they may not be considered essential and are wasting the resources of the mail service. I feel guilty that I’m on maternity leave and not working even though my job isn’t one as a key worker","'@covid19 - you are f**ken scary. I’m scared for my kids, my partner and my parents and most of all for the world you will leave behind.","8","7","8","3","1","2","Yes"
"2431","2020-04-06 14:08:54","2020-04-06 14:19:56","662","4","Relaxation","1","1","2","3","2","3","3","1","I'm worried about other people more than myself. Been furloughed from work but that's actually a positive at the moment and has helped me feel less anxious than I was before.

Older people do need to take the whole situation more seriously as they're the ones not abiding by the distancing rules and that makes me more worried about them, and the possibility that they're spreading the virus. 

The financial situation is the biggest worry, with wage cut to 80% at the moment, assuming that comes through. Plus the concern that the business I work for may not survive this situation. Therefore it is important for to try not to spend money other than on essentials as I may need it to tide me over until I can find a new job after things reopen. Other businesses may also not be hiring due to financial worries.","I wish older people would understand the seriousness of the current situation. They're my main worry other than finances, and finances are something that can be fixed later.","4","5","4","3","3","3","Yes"
"2432","2020-04-06 14:05:55","2020-04-06 14:20:06","850","7","Anxiety","4","2","6","7","6","2","2","1","My mum is a front-line worker and so I am perpetually anxious about her and my family contracting the virus. I'm extremely worried about my chances of survival if I contract it as I am chronically ill. I'm also deathly worried for my parents, who aren't really in the most at-risk age group but are still 'older' and my father has a history of strokes. It kind of feels like an inevitability that we will contract it and feeling like someone (or possible multiple of people in my family) could die feels like a mind-numbing reality. I feel like I'm sitting around waiting to die all the time. 

In general the situation feels bleak. I feel like I have the most sympathy and concern for still-developing countries and refugees who are either displaced or people from war-torn countries. What hope do they have. The knock-on effects from this on a global scale will be so painful. ","finding out ur usual routine is called 'quarantine' is funny but like waiting around to die rly is mind numbing","7","6","8","9","7","5","Yes"
"2433","2020-04-06 14:13:20","2020-04-06 14:20:06","406","7","Anxiety","6","6","8","8","9","3","2","2","I feel sadness that I'm unable to see my family at this time as well as being 8 months pregnant and the possibility of no one being able to see the baby until she is out of newborn stage is sad. I'm anxious I may contract the virus and cause harm to my baby and/or family. I'm also stressed at how I will fill my days and entertain a 3 year old until we are out of lockdown. I feel robbed of my final weeks of pregnancy, I cannot enjoy them as much as I had planned to. I'm also concerned financially that we will be unable to make itand that times will be tough by the time the baby arrives which will add extra pressure to a situation that should be enjoyable. ","Although I am anxious and stressed over the coronavirus, I believe that good days will return and we will enjoy life again. For now, let's stay home, protect the NHS and Save lives. The sooner everyone gets on board, the sooner the good days will return. ","4","7","8","3","1","1","Yes"
"2434","2020-04-06 14:02:19","2020-04-06 14:20:17","1077","6","Anxiety","4","5","3","6","5","6","4","7","I feel disappointed in my countries response, more should of been done sooner similar to the South Korea response, and more support for workers should have been given rather than having to rely on companies being sensible. It has also made me more annoyed at other institutions, such as my University and the overall funding situation. However I am hopeful that it should blow over relatively soon and I do believe measures need to be taken that will affect me to protect others. I do wish this urgency could be used for issues that would be more likely to affect me as well.","ok this is epic my uni is cancelled and i cant do anything for 5 million months but at least i dont have to pay rent","3","7","2","9","5","3","Yes"
"2435","2020-04-06 14:10:58","2020-04-06 14:20:21","563","7","Sadness","6","4","6","7","8","2","4","3","Having just read the news about Boris Johnson being taken into Intensive Care, I feel a huge sense of sadness that these may be the last hours of potentially the greatest PM in my lifetime. Genuinely hoping he pulls through, gets us through this dark time and does the business for Brexit, this Country needs a character and a leader like him at this time more than ever.
As stated, this is an incredibly dark and dystopian time for the Country and the World, I can only hope that when the dust has settled those culpable will be held to account, be it financially or criminally. This isn't a xenophobic statement either, people and Countries, no matter who they are need to be held accountable for the pain and suffering caused.","Feeling blue, feeling weary, but feeling hopeful that in a years time we'll look back and count ourselves grateful for surviving.","7","7","9","7","6","6","Yes"
